"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"538","scGPT",0.4202,11,0.438731374062754,14,0.992077464788732,3,0.924815823889747,2,0.693956165685308,7.5,5,"Norman","CEBPE+RUNX1T1_1"
"539","scouter",0.7213,1,0.505340581012913,12,0.977112676056338,8,0,15,0.550938314267313,9,10,"Norman","CEBPE+RUNX1T1_1"
"540","trainMean",0.4387,9,0.984734398629427,4,0.986795774647887,5,0.212818402687904,6,0.655762143991305,6,3,"Norman","CEBPE+RUNX1T1_1"
"541","AttentionPert",0.4418,10,0.915854269420469,8,0.917808219178082,11,0.103408671320296,12,0.594717789979712,10.25,12,"Norman","CEBPE+SET_1"
"542","baseMLP",0.2769,14,0.100213856350185,13,0,15,0.24795913357666,7,0.156268247481711,12.25,15,"Norman","CEBPE+SET_1"
"543","baseReg",0.4207,11,0.988652127003699,2,0.98825831702544,3,0.247397040509864,9,0.661251871134751,6.25,5,"Norman","CEBPE+SET_1"
"544","biolord",0.3909,13,0.942412916152898,6,0.943248532289628,9,0.202182344710531,10,0.619685948288264,9.5,9,"Norman","CEBPE+SET_1"
"545","baseControl",-0.0188999999999999,15,0.982862592478422,5,0.980430528375734,6,0.247743623186278,8,0.548034186010108,8.5,7,"Norman","CEBPE+SET_1"
"546","CPA",0.4448,9,0.331390644266338,11,0.960861056751468,8,1,1,0.684262925254451,7.25,6,"Norman","CEBPE+SET_1"
"547","GEARS",0.4591,6,0.887031827990136,9,0.886497064579256,12,0.0924336054693422,13,0.581265624509683,10,11,"Norman","CEBPE+SET_1"
"548","GeneCompass",0.4464,8,0.920006165228113,7,0.923679060665362,10,0.0840469522888406,14,0.593533044545579,9.75,10,"Norman","CEBPE+SET_1"
"549","GenePert",0.521,2,1,1,1,1,0.248532752689912,4,0.692383188172478,2,1,"Norman","CEBPE+SET_1"
"550","linearModel",0.4885,3,0.986706226880395,3,0.98825831702544,3,0.248303987395054,5,0.677942132825222,3.5,2,"Norman","CEBPE+SET_1"
"551","scELMo",0.4477,7,0.875250462392108,10,0.87866927592955,13,0.107888666336174,11,0.577377101164458,10.25,12,"Norman","CEBPE+SET_1"
"552","scFoundation",0.4168,12,0.0847140875462391,14,0.671232876712329,14,0.262476731561794,3,0.35880592395509,10.75,14,"Norman","CEBPE+SET_1"
"553","scGPT",0.4805,5,0,15,0.998043052837573,2,0.913938258918924,2,0.598120327939124,6,4,"Norman","CEBPE+SET_1"
"554","scouter",0.5429,1,0.144015875462392,12,0.974559686888454,7,0,15,0.415368890587711,8.75,8,"Norman","CEBPE+SET_1"
"555","trainMean",0.4855,4,0.985829608508015,4,0.986301369863014,5,0.248240356600881,6,0.676467833742977,4.75,3,"Norman","CEBPE+SET_1"
"556","AttentionPert",0.8435,3,0.977068990382791,4,0.825783972125436,6,0.0208563922176683,12,0.666802338681474,6.25,6,"Norman","CEBPE+SPI1_1"
"557","baseMLP",0.429,14,0.703331486302878,11,0,15,0.230052623135172,5,0.340596027359512,11.25,11,"Norman","CEBPE+SPI1_1"
"558","baseReg",0.7903,8,0.968635904753953,5,0.742160278745645,7,0.231061291478515,3,0.683039368744528,5.75,5,"Norman","CEBPE+SPI1_1"
"559","biolord",0.7988,7,0.990428333953227,3,0.839721254355401,5,0.23005541458141,4,0.71475125072251,4.75,4,"Norman","CEBPE+SPI1_1"
"560","baseControl",0.0226,15,0.832196018004752,10,0.310104529616725,14,0.227118798579995,9,0.348004836550368,12,14,"Norman","CEBPE+SPI1_1"
"561","CPA",0.9161,1,0.528103959982694,12,1,1,0.992633576093416,2,0.859209384019027,4,1,"Norman","CEBPE+SPI1_1"
"562","GEARS",0.7053,12,0.909406951412978,8,0.637630662020906,12,0.0153110435215814,13,0.566912164238866,11.25,11,"Norman","CEBPE+SPI1_1"
"563","GeneCompass",0.7566,10,0.942000713510395,6,0.724738675958188,9,0.00903040476708394,14,0.608092448558917,9.75,10,"Norman","CEBPE+SPI1_1"
"564","GenePert",0.7646,9,0.939381978549145,7,0.644599303135888,10,0.229968132538591,6,0.644637353555906,8,9,"Norman","CEBPE+SPI1_1"
"565","linearModel",0.8055,5,1,1,0.850174216027875,3,0.229360906124844,8,0.72125878053818,4.25,2,"Norman","CEBPE+SPI1_1"
"566","scELMo",0.7384,11,0.908655488337141,9,0.644599303135888,10,0,15,0.572913697868257,11.25,11,"Norman","CEBPE+SPI1_1"
"567","scFoundation",0.6498,13,0.256719522099846,13,0.442508710801394,13,0.222910963176676,10,0.392984799019479,12.25,15,"Norman","CEBPE+SPI1_1"
"568","scGPT",0.8174,4,0,15,0.735191637630662,8,1,1,0.638147909407666,7,7,"Norman","CEBPE+SPI1_1"
"569","scouter",0.845,2,0.206667526927427,14,0.902439024390244,2,0.0625305049301662,11,0.504159264061959,7.25,8,"Norman","CEBPE+SPI1_1"
"570","trainMean",0.8047,6,0.998747561540272,2,0.850174216027875,3,0.22970549056879,7,0.720831817034234,4.5,3,"Norman","CEBPE+SPI1_1"
"571","AttentionPert",0.1757,14,0.997959602284382,7,0.998148148148148,7,0.124802141402372,10,0.574152472958725,9.5,10,"Norman","CELF2_1"
"572","baseMLP",0.2297,12,0,15,0,15,0.123396845607048,11,0.0882742114017621,13.25,15,"Norman","CELF2_1"
"573","baseReg",0.3945,4,0.9942404646493,9,0.99537037037037,10,0.233028945873697,5,0.654284945223342,7,6,"Norman","CELF2_1"
"574","biolord",0.2538,10,0.998628939101145,6,0.998148148148148,7,0.218859875131761,8,0.617359240595264,7.75,7,"Norman","CELF2_1"
"575","baseControl",0.0491,15,1,1,0.999074074074074,4,0.23294857285961,6,0.570280661733421,6.5,4,"Norman","CELF2_1"
"576","CPA",0.3034,9,0.626358915674357,11,0.962037037037037,13,1,1,0.722948988177848,8.5,9,"Norman","CELF2_1"
"577","GEARS",0.2429,11,0.991244642606527,10,0.992592592592593,11,0.105833781200403,13,0.583142754099881,11.25,14,"Norman","CELF2_1"
"578","GeneCompass",0.21,13,0.994866618445627,8,0.996296296296296,9,0.11031498737223,12,0.577869475528539,10.5,12,"Norman","CELF2_1"
"579","GenePert",0.548,3,0.998920424489091,4,1,1,0.233914181364693,3,0.695208651463446,2.75,1,"Norman","CELF2_1"
"580","linearModel",0.5503,2,0.999244297142364,3,1,1,0.232355417100477,7,0.69547492856071,3.25,3,"Norman","CELF2_1"
"581","scELMo",0.3302,8,0.998855649958436,5,0.999074074074074,4,0.102830885006989,14,0.607740152259875,7.75,7,"Norman","CELF2_1"
"582","scFoundation",0.3394,7,0.558761295058783,12,0.889814814814815,14,0.167609676489657,9,0.488896446590814,10.5,12,"Norman","CELF2_1"
"583","scGPT",0.3712,6,0.487984324563582,14,0.999074074074074,4,0.927225002134345,2,0.696370850193,6.5,4,"Norman","CELF2_1"
"584","scouter",0.6674,1,0.53551803430891,13,0.989814814814815,12,0,15,0.548183212280931,10.25,11,"Norman","CELF2_1"
"585","trainMean",0.3774,5,0.999897440326464,2,1,1,0.233805745409849,4,0.652775796434078,3,2,"Norman","CELF2_1"
"586","AttentionPert",0.4403,9,0.986817344551202,8,0.988888888888889,9,0,15,0.604001558360023,10.25,11,"Norman","CKS1B_1"
"587","baseMLP",0.1463,14,0.175177975805247,12,0,15,0.164531713361946,3,0.121502422291798,11,14,"Norman","CKS1B_1"
"588","baseReg",0.3896,12,0.985313884601981,9,0.984444444444444,11,0.157670787682892,8,0.629257279182329,10,9,"Norman","CKS1B_1"
"589","biolord",0.4406,8,0.994185293971225,5,0.993333333333333,7,0.148877760009635,9,0.644249096828548,7.25,7,"Norman","CKS1B_1"
"590","baseControl",0.043,15,0.979987056305073,10,0.975555555555556,13,0.162915565404906,4,0.540364544316384,10.5,12,"Norman","CKS1B_1"
"591","CPA",0.5234,6,0.373594862348783,11,0.977777777777778,12,1,1,0.71869316003164,7.5,8,"Norman","CKS1B_1"
"592","GEARS",0.5275,3,0.993239408572709,6,0.995555555555556,6,0.0193408617352455,12,0.633908956465878,6.75,6,"Norman","CKS1B_1"
"593","GeneCompass",0.5383,2,0.995629013790013,4,0.997777777777778,4,0.0113233643505329,13,0.635757538979581,5.75,5,"Norman","CKS1B_1"
"594","GenePert",0.499,7,0.996734206203017,3,0.997777777777778,4,0.162792314884219,5,0.664076074716253,4.75,3,"Norman","CKS1B_1"
"595","linearModel",0.526,5,1,1,1,1,0.160937851369306,6,0.671734462842326,3.25,1,"Norman","CKS1B_1"
"596","scELMo",0.4044,10,0.988460198138099,7,0.988888888888889,9,0.00123719729845384,14,0.59574657108136,10,9,"Norman","CKS1B_1"
"597","scFoundation",0.3602,13,0.167113058196844,13,0.746666666666667,14,0.0364351500497474,11,0.327603718728314,12.75,15,"Norman","CKS1B_1"
"598","scGPT",0.555,1,0,15,1,1,0.961344962442149,2,0.629086240610537,4.75,3,"Norman","CKS1B_1"
"599","scouter",0.4035,11,0.110798028575696,14,0.991111111111111,8,0.103164744123316,10,0.402143470952531,10.75,13,"Norman","CKS1B_1"
"600","trainMean",0.5265,4,0.999173594862349,2,1,1,0.160665970358112,7,0.671584891305115,3.5,2,"Norman","CKS1B_1"
"601","AttentionPert",0.6915,6,0.984437880569337,4,0.971428571428571,5,0.0516466656577557,11,0.674753279413916,6.5,5,"Norman","CLDN6+KLF1_1"
"602","baseMLP",0.21,14,0.391060384464646,12,0,15,0.223768989513664,3,0.206207343494578,11,13,"Norman","CLDN6+KLF1_1"
"603","baseReg",0.6912,7,1,1,0.985714285714286,4,0.222572158483057,5,0.724871611049336,4.25,3,"Norman","CLDN6+KLF1_1"
"604","biolord",0.7509,3,0.976427403859941,6,0.957142857142857,8,0.210312719236542,9,0.723695745059835,6.5,5,"Norman","CLDN6+KLF1_1"
"605","baseControl",0.00670000000000004,15,0.936489728809995,10,0.877142857142857,13,0.222584182939198,4,0.510729192223013,10.5,11,"Norman","CLDN6+KLF1_1"
"606","CPA",0.6287,10,0.440662250389531,11,0.965714285714286,6,1,1,0.758769134025954,7,7,"Norman","CLDN6+KLF1_1"
"607","GEARS",0.6415,9,0.941632493093593,9,0.905714285714286,12,0,15,0.62221169470197,11.25,14,"Norman","CLDN6+KLF1_1"
"608","GeneCompass",0.6661,8,0.970013287067573,7,0.951428571428571,10,0.00980001729908275,13,0.649335468948807,9.5,9,"Norman","CLDN6+KLF1_1"
"609","GenePert",0.5773,12,0.979428942865609,5,0.954285714285714,9,0.222523887179977,6,0.683384636082825,8,8,"Norman","CLDN6+KLF1_1"
"610","linearModel",0.7536,2,0.996663894544655,3,0.988571428571429,3,0.221987727306245,7,0.740205762605582,3.75,2,"Norman","CLDN6+KLF1_1"
"611","scELMo",0.6268,11,0.952367296607496,8,0.925714285714286,11,0.0240109441178301,12,0.632223131609903,10.5,11,"Norman","CLDN6+KLF1_1"
"612","scFoundation",0.477,13,0.154655731123283,13,0.614285714285714,14,0.0987310981314512,10,0.336168135885112,12.5,15,"Norman","CLDN6+KLF1_1"
"613","scGPT",0.7341,4,0,15,1,1,0.964955355488992,2,0.674763838872248,5.5,4,"Norman","CLDN6+KLF1_1"
"614","scouter",0.7294,5,0.11681148614417,14,0.962857142857143,7,0.00568922636973002,14,0.453689463842761,10,10,"Norman","CLDN6+KLF1_1"
"615","trainMean",0.7561,1,0.998135986923231,2,0.991428571428571,2,0.221672940140058,8,0.741834374622965,3.25,1,"Norman","CLDN6+KLF1_1"
"616","AttentionPert",0.3024,8,0.974528680304854,9,0.97869101978691,9,0.190870681258398,12,0.611622595337541,9.5,11,"Norman","CNN1_1"
"617","baseMLP",0.0723,13,0,15,0,15,0.268281083619798,6,0.0851452709049496,12.25,13,"Norman","CNN1_1"
"618","baseReg",0.0759,12,0.964099478539912,10,0.968036529680365,12,0.265796181075667,7,0.568458047323986,10.25,12,"Norman","CNN1_1"
"619","biolord",0.325,7,0.988760195213264,5,0.989345509893455,6,0.25065588831794,8,0.638440398356165,6.5,6,"Norman","CNN1_1"
"620","baseControl",-0.0319,15,0.9840469982618,7,0.984779299847793,8,0.26833793765899,4,0.551316058942146,8.5,8,"Norman","CNN1_1"
"621","CPA",0.424,5,0.442163056558363,11,0.960426179604262,13,1,1,0.706647309040656,7.5,7,"Norman","CNN1_1"
"622","GEARS",0.4817,2,0.990113985826982,4,0.990867579908676,3,0.175190653501579,13,0.659468054809309,5.5,4,"Norman","CNN1_1"
"623","GeneCompass",0.4257,4,0.988350715336275,6,0.990867579908676,3,0.203864690675045,10,0.652195746479999,5.75,5,"Norman","CNN1_1"
"624","GenePert",0.475,3,0.995161452065784,2,0.995433789954338,2,0.268296977737826,5,0.683473054939487,3,1,"Norman","CNN1_1"
"625","linearModel",0.5769,1,1,1,1,1,0.249609509706127,9,0.706627377426532,3,1,"Norman","CNN1_1"
"626","scELMo",0.2704,9,0.983813009760663,8,0.986301369863014,7,0.202973034444406,11,0.610871853517021,8.75,9,"Norman","CNN1_1"
"627","scFoundation",0.224,10,0.281755582297098,13,0.791476407914764,14,0.171601897660251,14,0.367208471968028,12.75,14,"Norman","CNN1_1"
"628","scGPT",0.2201,11,0.140351317020992,14,0.97716894977169,10,0.940187501121059,2,0.569451941978435,9.25,10,"Norman","CNN1_1"
"629","scouter",-0.0138,14,0.283769554753309,12,0.97716894977169,10,0,15,0.31178462613125,12.75,14,"Norman","CNN1_1"
"630","trainMean",0.3735,6,0.990464968578687,3,0.990867579908676,3,0.268533245206925,3,0.655841448423572,3.75,3,"Norman","CNN1_1"
"631","AttentionPert",0.4763,9,0.921622364802933,8,0.930232558139535,10,0.137561551470201,12,0.616429118603167,9.75,10,"Norman","CNN1+ETS2_1"
"632","baseMLP",0.1641,14,0,15,0,15,0.257256282712498,3,0.105339070678125,11.75,14,"Norman","CNN1+ETS2_1"
"633","baseReg",0.5029,7,0.995142071494042,2,0.995016611295681,2,0.25623796339667,7,0.687324161546598,4.5,3,"Norman","CNN1+ETS2_1"
"634","biolord",0.5827,4,0.967314390467461,6,0.970099667774086,8,0.181817799213053,10,0.67548296436365,7,7,"Norman","CNN1+ETS2_1"
"635","baseControl",-0.0725,15,0.987039413382218,3,0.98671096345515,4,0.257110275324059,5,0.539590163040357,6.75,6,"Norman","CNN1+ETS2_1"
"636","CPA",0.389,12,0.295591200733272,11,0.916943521594684,12,1,1,0.650383680581989,9,9,"Norman","CNN1+ETS2_1"
"637","GEARS",0.5123,6,0.91916590284143,9,0.928571428571429,11,0.130919212212758,13,0.622739135906404,9.75,10,"Norman","CNN1+ETS2_1"
"638","GeneCompass",0.4868,8,0.941127406049496,7,0.946843853820598,9,0.142994610995911,11,0.629441467716501,8.75,8,"Norman","CNN1+ETS2_1"
"639","GenePert",0.6194,3,1,1,1,1,0.257122771989697,4,0.719130692997424,2.25,1,"Norman","CNN1+ETS2_1"
"640","linearModel",0.6289,1,0.98327222731439,4,0.985049833887043,5,0.256815766198509,6,0.713509456849986,4,2,"Norman","CNN1+ETS2_1"
"641","scELMo",0.4619,10,0.899055912007333,10,0.910299003322259,13,0.104247845348568,14,0.59387569016954,11.75,14,"Norman","CNN1+ETS2_1"
"642","scFoundation",0.415,11,0.236452795600367,12,0.790697674418605,14,0.189016928941316,9,0.407791849740072,11.5,12,"Norman","CNN1+ETS2_1"
"643","scGPT",0.5754,5,0.0657011915673693,14,0.993355481727575,3,0.925908917873935,2,0.64009139779222,6,5,"Norman","CNN1+ETS2_1"
"644","scouter",0.3688,13,0.197094408799267,13,0.985049833887043,5,0,15,0.387736060671578,11.5,12,"Norman","CNN1+ETS2_1"
"645","trainMean",0.6225,2,0.982804766269478,5,0.985049833887043,5,0.255953767640496,8,0.711577091949254,5,4,"Norman","CNN1+ETS2_1"
"646","AttentionPert",0.7084,6,0.985726362975051,2,0.96195652173913,3,0.0707187117290971,12,0.681700399110819,5.75,5,"Norman","CNN1+MAPK1_1"
"647","baseMLP",0.3726,14,0.650512160116391,11,0,15,0.192013061605489,4,0.30378130543047,11,12,"Norman","CNN1+MAPK1_1"
"648","baseReg",0.8089,4,1,1,1,1,0.190115239264175,8,0.749753809816044,3.5,1,"Norman","CNN1+MAPK1_1"
"649","biolord",0.8367,3,0.978943436289641,4,0.940217391304348,6,0.180294181330922,9,0.734038752231227,5.5,4,"Norman","CNN1+MAPK1_1"
"650","baseControl",0.0760999999999999,15,0.967589406837977,8,0.902173913043478,11,0.190706729216845,7,0.534142512274575,10.25,10,"Norman","CNN1+MAPK1_1"
"651","CPA",0.4921,12,0.321510724888426,12,0.83695652173913,13,1,1,0.662641811656889,9.5,9,"Norman","CNN1+MAPK1_1"
"652","GEARS",0.5444,10,0.978324125592277,5,0.945652173913043,5,0.0829942142506702,11,0.637842628438998,7.75,8,"Norman","CNN1+MAPK1_1"
"653","GeneCompass",0.53,11,0.963332874584669,9,0.907608695652174,10,0.0516551103635902,13,0.613149170150108,10.75,11,"Norman","CNN1+MAPK1_1"
"654","GenePert",0.5854,7,0.985195525234453,3,0.956521739130435,4,0.191823748690327,5,0.679735253263804,4.75,3,"Norman","CNN1+MAPK1_1"
"655","linearModel",0.8488,2,0.973880817096907,7,0.929347826086957,8,0.191512133854167,6,0.735885194259507,5.75,5,"Norman","CNN1+MAPK1_1"
"656","scELMo",0.5638,9,0.954387275622751,10,0.880434782608696,12,0.037116565274388,14,0.608934655876459,11.25,13,"Norman","CNN1+MAPK1_1"
"657","scFoundation",0.3949,13,0.250781511118102,13,0.478260869565217,14,0.113232657331778,10,0.309293759503774,12.5,15,"Norman","CNN1+MAPK1_1"
"658","scGPT",0.8011,5,0,15,0.994565217391304,2,0.882086700886999,2,0.669437979569576,6,7,"Norman","CNN1+MAPK1_1"
"659","scouter",0.5661,8,0.133928395886991,14,0.923913043478261,9,0,15,0.405985359841313,11.5,14,"Norman","CNN1+MAPK1_1"
"660","trainMean",0.8548,1,0.975738749188998,6,0.934782608695652,7,0.192957612258487,3,0.739569742535784,4.25,2,"Norman","CNN1+MAPK1_1"
"661","AttentionPert",0.6469,3,0.984786567567332,6,0.900990099009901,5,0.0085919610109626,14,0.635317156897049,7,6,"Norman","CNN1+UBASH3A_1"
"662","baseMLP",0.2034,14,0.701229447489261,11,0,15,0.182820167847173,3,0.271862403834108,10.75,13,"Norman","CNN1+UBASH3A_1"
"663","baseReg",0.3666,12,0.965957113107426,8,0.811881188118812,11,0.176044677978286,8,0.580120744801131,9.75,10,"Norman","CNN1+UBASH3A_1"
"664","biolord",0.5742,8,0.991565519705142,4,0.896039603960396,7,0.170376103278512,9,0.658045306736013,7,6,"Norman","CNN1+UBASH3A_1"
"665","baseControl",0.0314,15,0.944461386984063,10,0.732673267326733,13,0.181328098107947,4,0.472465688104686,10.5,12,"Norman","CNN1+UBASH3A_1"
"666","CPA",0.7259,1,0.455819181472026,12,1,1,1,1,0.795429795368007,3.75,1,"Norman","CNN1+UBASH3A_1"
"667","GEARS",0.6532,2,0.987409272700341,5,0.910891089108911,4,0,15,0.637875090452313,6.5,5,"Norman","CNN1+UBASH3A_1"
"668","GeneCompass",0.6169,6,0.981536504395863,7,0.896039603960396,7,0.0117310354192409,13,0.626551785943875,8.25,8,"Norman","CNN1+UBASH3A_1"
"669","GenePert",0.636,4,0.993918112349369,3,0.900990099009901,5,0.18032721566117,5,0.67780885675511,4.25,3,"Norman","CNN1+UBASH3A_1"
"670","linearModel",0.6022,7,0.996610523931095,2,0.915841584158416,3,0.179016932127912,6,0.673417260054356,4.5,4,"Norman","CNN1+UBASH3A_1"
"671","scELMo",0.5262,9,0.959814232314167,9,0.826732673267327,10,0.0216990720932457,12,0.583611494418685,10,11,"Norman","CNN1+UBASH3A_1"
"672","scFoundation",0.4204,11,0.288070612632551,13,0.465346534653465,14,0.102266443940171,10,0.319020897806547,12,14,"Norman","CNN1+UBASH3A_1"
"673","scGPT",0.4892,10,0,15,0.851485148514851,9,0.936698813874591,2,0.569345990597361,9,9,"Norman","CNN1+UBASH3A_1"
"674","scouter",0.274,13,0.134115207333118,14,0.782178217821782,12,0.0446195363104045,11,0.308728240366326,12.5,15,"Norman","CNN1+UBASH3A_1"
"675","trainMean",0.6197,5,1,1,0.925742574257426,2,0.178445766120512,7,0.680972085094484,3.75,1,"Norman","CNN1+UBASH3A_1"
"676","AttentionPert",0.7542,4,0.986095331761993,4,0.960227272727273,5,0.107657641225714,11,0.702045061428745,6,5,"Norman","CNN1+UBASH3B_1"
"677","baseMLP",0.3649,14,0.718837434080003,11,0,15,0.205720779813769,3,0.322364553473443,10.75,12,"Norman","CNN1+UBASH3B_1"
"678","baseReg",0.7133,8,0.971681956149424,8,0.897727272727273,9,0.204793914761382,5,0.69687578590952,7.5,6,"Norman","CNN1+UBASH3B_1"
"679","biolord",0.7775,2,0.993624200905499,3,0.977272727272727,4,0.194679935975566,9,0.735769216038448,4.5,3,"Norman","CNN1+UBASH3B_1"
"680","baseControl",0.0328000000000001,15,0.909102470622149,10,0.664772727272727,13,0.203814543097823,8,0.452622435248175,11.5,13,"Norman","CNN1+UBASH3B_1"
"681","CPA",0.741,7,0.419844674681634,12,0.994318181818182,2,1,1,0.788790714124954,5.5,4,"Norman","CNN1+UBASH3B_1"
"682","GEARS",0.7452,6,0.983424618045546,5,0.954545454545455,6,0.0912092956031425,13,0.693594842048536,7.5,6,"Norman","CNN1+UBASH3B_1"
"683","GeneCompass",0.7476,5,0.978947993149407,6,0.943181818181818,7,0.107208584526543,12,0.694234598964442,7.5,6,"Norman","CNN1+UBASH3B_1"
"684","GenePert",0.645,10,0.95939667305377,9,0.852272727272727,10,0.205379223096925,4,0.665512155855856,8.25,9,"Norman","CNN1+UBASH3B_1"
"685","linearModel",0.7834,1,1,1,1,1,0.204586183150988,7,0.746996545787747,2.5,1,"Norman","CNN1+UBASH3B_1"
"686","scELMo",0.6939,9,0.972512844861208,7,0.914772727272727,8,0.0871141231894755,14,0.667074923830853,9.5,10,"Norman","CNN1+UBASH3B_1"
"687","scFoundation",0.3874,13,0.289242534719278,13,0.369318181818182,14,0.143634117800364,10,0.297398708584456,12.5,14,"Norman","CNN1+UBASH3B_1"
"688","scGPT",0.4366,12,0,15,0.778409090909091,12,0.896935881799623,2,0.527986243177178,10.25,11,"Norman","CNN1+UBASH3B_1"
"689","scouter",0.586,11,0.176733420378817,14,0.852272727272727,10,0,15,0.403751536912886,12.5,14,"Norman","CNN1+UBASH3B_1"
"690","trainMean",0.7762,3,0.99816865345158,2,0.994318181818182,2,0.204753300074013,6,0.743360033835944,3.25,2,"Norman","CNN1+UBASH3B_1"
"691","AttentionPert",0.3313,9,0.93206157252656,7,0.903790087463557,10,0.120546956906599,12,0.571924654224179,9.5,9,"Norman","COL2A1+KLF1_1"
"692","baseMLP",0.0927,14,0.298154101641508,12,0,15,0.277828671992884,3,0.167170693408598,11,12,"Norman","COL2A1+KLF1_1"
"693","baseReg",0.5377,7,1,1,0.991253644314869,2,0.275565620738093,6,0.70112981626324,4,2,"Norman","COL2A1+KLF1_1"
"694","biolord",0.6313,3,0.986501735187038,4,0.97667638483965,6,0.263923036297176,9,0.714600289080966,5.5,5,"Norman","COL2A1+KLF1_1"
"695","baseControl",0.0326,15,0.968851795865358,6,0.944606413994169,9,0.276026265826072,4,0.5555211189214,8.5,8,"Norman","COL2A1+KLF1_1"
"696","CPA",0.5568,6,0.3947177925866,11,0.991253644314869,2,1,1,0.735692859225367,5,4,"Norman","COL2A1+KLF1_1"
"697","GEARS",0.209,12,0.898039132193574,9,0.854227405247813,12,0.110526149289829,13,0.517948171682804,11.5,13,"Norman","COL2A1+KLF1_1"
"698","GeneCompass",0.2124,11,0.905948604398646,8,0.865889212827988,11,0.136530300930382,11,0.530192029539254,10.25,11,"Norman","COL2A1+KLF1_1"
"699","GenePert",0.3474,8,0.975856415933914,5,0.959183673469388,8,0.275758709419485,5,0.639549699705697,6.5,7,"Norman","COL2A1+KLF1_1"
"700","linearModel",0.6762,1,0.995699291021738,2,0.988338192419825,4,0.274784694756507,8,0.733755544549518,3.75,1,"Norman","COL2A1+KLF1_1"
"701","scELMo",0.237,10,0.872277459601013,10,0.816326530612245,13,0.0792668321681554,14,0.501217705595354,11.75,14,"Norman","COL2A1+KLF1_1"
"702","scFoundation",0.1442,13,0.0952436713577038,14,0.559766763848397,14,0.174839764809932,10,0.243512550004008,12.75,15,"Norman","COL2A1+KLF1_1"
